rank,release_date,title,production_budget,worlwide_gross,domestic_gross
984,06/04/07,Grindhouse,53000000,50187789,25031037
2132,06/04/07,The Hoax,25000000,7164995,7164995
2272,06/04/07,Zwartboek,22000000,27238354,4398532
257,6/15/2007,Fantastic Four: Rise of the Silver Surfer,120000000,288215319,131921738
1850,6/15/2007,DOA: Dead or Alive,30000000,7755686,480314
2390,6/15/2007,Nancy Drew,20000000,30703845,25584685
3652,6/15/2007,Fido,8000000,456814,298110
5165,6/15/2007,Pierrot le fou,300000,70807,70807
5249,6/15/2007,The Trials of Darryl Hunt,200000,1217,1217
92,6/22/2007,Evan Almighty,175000000,174131329,100289690
2228,6/22/2007,1408,22500000,131263370,71985628
2895,6/22/2007,A Mighty Heart,15000000,19153568,9176787
3520,6/22/2007,Sicko,9000000,36535837,24538513
4204,6/22/2007,You Kill Me,4000000,3858964,2426851
287,6/27/2007,Live Free or Die Hard,110000000,382288147,134529403
144,6/29/2007,Ratatouille,150000000,626549695,206445654
4657,6/29/2007,Chacun sa nuit,1900000,139317,18435
4629,07/07/07,Rockaway,2000000,0,0
1134,07/09/07,3:10 to Yuma,48000000,71171825,53606916
1426,07/09/07,The Hunting Party,40000000,7729552,876671
3279,07/09/07,Romance and Cigarettes,11000000,3231251,551002
3441,07/09/07,The Brothers Solomon,10000000,900926,900926
4586,07/09/07,In the Shadow of the Moon,2000000,1134358,1134358
4736,07/09/07,Hatchet,1500000,240396,175281
36,07/12/07,The Golden Compass,205000000,367262558,70107728
1761,07/12/07,Atonement,30000000,129779728,50980159
4465,07/12/07,Timber Falls,2600000,71248,0
4985,7/18/2007,Cama adentro,800000,200433,200433
450,7/20/2007,I Now Pronounce You Chuck and Larry,85000000,185708462,119725280
585,7/20/2007,Hairspray,75000000,203035572,118871849
1421,7/20/2007,Sunshine,40000000,32030610,3688560
4514,7/25/2007,This is England,2380000,8739576,327919
622,7/27/2007,The Simpsons Movie,72500000,527071022,183135014
1903,7/27/2007,No Reservations,28000000,91943956,43107979
2279,7/27/2007,Molière,21600000,791154,635733
3748,7/27/2007,Who's Your Caddy?,7000000,5694308,5694308
4584,7/27/2007,No End In Sight,2000000,1433319,1433319
350,08/06/07,Surf's Up,100000000,145395745,58867694
451,08/06/07,Ocean's Thirteen,85000000,311744465,117144465
2780,08/06/07,La Môme,15500000,88611837,10299782
3681,08/06/07,Hostel: Part II,7500000,33606409,17544812
3850,08/08/07,Daddy Day Camp,6000000,18209872,13235267
553,8/17/2007,The Invasion,80000000,40147042,15074191
702,8/17/2007,The Last Legion,67000000,25357771,5932060
2459,8/17/2007,Death at a Funeral,20000000,46790428,8580428
2656,8/17/2007,Superbad,17500000,169955142,121463226
2069,8/24/2007,Mr. Bean’s Holiday,25000000,234981342,33302167
2087,8/24/2007,War,25000000,40686409,22486409
3077,8/24/2007,Resurrecting the Champ,13000000,3260555,3172382
3302,8/24/2007,September Dawn,10100000,1066555,1066555
4497,8/24/2007,Eye of the Dolphin,2500000,72260,72210
2453,8/31/2007,Death Sentence,20000000,16907831,9534258
2809,8/31/2007,Halloween,15000000,77514401,58269151
4138,8/31/2007,Fong juk,4500000,51957,51957
1080,09/02/07,Hannibal Rising,50000000,80583311,27669725
4528,09/02/07,The Last Sin Eater,2200000,388390,388390
4554,09/02/07,Das Leben der Anderen,2000000,81197047,11284657
775,09/03/07,300,60000000,454161935,210614939
3200,09/03/07,Gwoemul,12000000,92618117,2201923
3539,09/03/07,The Ultimate Gift,9000000,3438735,3438735
3578,09/03/07,The Namesake,8500000,20288774,13610521
1598,09/11/07,Lions for Lambs,35000000,63211088,14998070
2027,09/11/07,No Country for Old Men,25000000,164051250,74273505
4404,09/11/07,Holly,3000000,163069,163069
1101,9/14/2007,Eastern Promises,50000000,56077088,17181265
1206,9/14/2007,Across the Universe,45000000,29367143,24343673
1685,9/14/2007,D-War,32000000,79915361,10977721
2220,9/14/2007,In the Valley of Elah,23000000,24489150,6777741
3449,9/14/2007,King of California,10000000,1165102,268461
4287,9/14/2007,Ira and Abby,3500000,221096,221096
1192,9/21/2007,Resident Evil: Extinction,45000000,146162920,50648679
1843,9/21/2007,The Assassination of Jesse James by the Coward Robert Ford,30000000,15313631,3909149
2065,9/21/2007,Good Luck Chuck,25000000,59183821,35017297
2411,9/21/2007,Into the Wild,20000000,56822960,18354356
2722,9/21/2007,Sydney White,16500000,13636339,11892415
625,9/28/2007,The Kingdom,72500000,86509602,47467250
2234,9/28/2007,The Game Plan,22000000,146590987,90648202
2911,9/28/2007,Se jie,15000000,65261291,4604982
3215,9/28/2007,Trade,12000000,1513388,214202
76,10/08/07,Rush Hour 3,180000000,256585882,140125968
667,10/08/07,Stardust,70000000,137022245,38634938
3822,10/10/07,Control,6400000,8902141,871577
1778,10/19/2007,30 Days of Night,30000000,80276156,39568996
1935,10/19/2007,Rendition,27500000,26939925,9736045
2544,10/19/2007,Gone Baby Gone,19000000,34352162,20300218
2765,10/19/2007,Things We Lost in the Fire,16000000,8120148,3287315
3440,10/19/2007,The Ten Commandments,10000000,1051907,952820
4112,10/19/2007,Out of the Blue,4600000,731767,728
4891,10/19/2007,Wristcutters: A Love Story,1000000,473769,446165
5032,10/19/2007,Arnolds Park,600000,23616,23616
5250,10/19/2007,The Man From Earth,200000,0,0
3311,10/26/2007,Saw IV,10000000,135759694,63300095
4312,10/26/2007,Bella,3300000,12405473,8093373
2408,11/05/07,Georgia Rule,20000000,20819601,18882880
2846,11/05/07,28 Weeks Later,15000000,64232714,28638916
3650,11/05/07,Brooklyn Rules,8000000,458232,458232
4739,11/05/07,The Salon,1500000,139084,139084
137,11/07/07,Harry Potter and the Order of the Phoenix,150000000,942943935,292004738
3784,11/12/07,High School Musical 2,7000000,0,0
2710,11/14/2007,Southland Tales,17000000,364607,275380
164,11/16/2007,Beowulf,150000000,194995215,82195215
1227,11/16/2007,Love in the Time of Cholera,45000000,31077418,4617608
4068,11/16/2007,Redacted,5000000,861325,65388
448,11/21/2007,Enchanted,85000000,340384141,127706877
2072,11/21/2007,August Rush,25000000,66015869,31664162
2483,11/21/2007,I'm Not There,20000000,12397613,4017609
2660,11/21/2007,Hitman,17500000,99135571,39687694
3042,11/21/2007,This Christmas,13000000,49733545,49121934
3056,11/21/2007,The Mist,13000000,57189408,25593755
3533,11/28/2007,The Savages,9000000,10642023,6623082
2998,11/30/2007,Le Scaphandre et le Papillon,14000000,22754472,5990075
3566,11/30/2007,Awake,8600000,32968648,14373825
3667,11/30/2007,Maurice Richard,8000000,0,0
552,12/01/07,Arthur et les Minimoys,80000000,113325743,15132763
2965,12/01/07,Stomp the Yard,14000000,75525718,61356221
958,12/10/07,Elizabeth: The Golden Age,55000000,74870866,16285240
1912,12/10/07,We Own the Night,28000000,55307857,28563179
2811,12/10/07,Why Did I Get Married?,15000000,55934178,55204525
3108,12/10/07,Lars and the Real Girl,12500000,11277119,5956480
140,12/14/2007,I am Legend,150000000,585532684,256393010
907,12/14/2007,Alvin and the Chipmunks,55000000,362605033,217326974
1858,12/14/2007,Goodbye Bafana,30000000,2717302,0
2422,12/14/2007,The Kite Runner,20000000,74180745,15800078
5202,12/14/2007,Shotgun Stories,250000,284174,46026
594,12/21/2007,Charlie Wilson's War,75000000,119512771,66661095
1591,12/21/2007,Walk Hard: The Dewey Cox Story,35000000,20606053,18317151
1752,12/21/2007,P.S. I Love You,30000000,155769678,53695808
3473,12/21/2007,Blonde Ambition,10000000,1537479,6422
1168,12/25/2007,The Bucket List,45000000,174810815,93466502
1351,12/25/2007,Aliens vs. Predator - Requiem,40000000,128884494,41797066
1352,12/25/2007,The Water Horse: Legend of the Deep,40000000,103429755,40412817
2515,12/25/2007,Butterfly on a Wheel,20000000,0,0
2841,12/25/2007,The Great Debaters,15000000,30261293,30226144
3702,12/25/2007,Persepolis,7300000,25397460,4443403
2054,12/26/2007,There Will Be Blood,25000000,77208711,40222514
4192,12/28/2007,El orfanato,4000000,79250193,7159147
1927,12/31/2007,Alatriste,28000000,22860477,0
2516,12/31/2007,Ramanujan,20000000,0,0
2665,12/31/2007,Taxi 4,17500000,60865364,0
2723,12/31/2007,Arn - Tempelriddaren,16500000,21404122,0
4640,12/31/2007,Slacker Uprising,2000000,0,0
5289,12/31/2007,A Dog's Breakfast,120000,0,0
5290,12/31/2007,A Dog's Breakfast,120000,0,0
5374,12/31/2007,Tin Can Man,12000,0,0
2470,01/02/08,Strange Wilderness,20000000,6947084,6575282
3148,01/02/08,The Eye,12000000,57577765,31418697
3397,01/02/08,Over Her Dead Body,10000000,21596074,7570127
3801,01/02/08,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,6500000,70712099,65281781
4698,01/02/08,Sukkar banat,1600000,14253760,1060591
142,01/07/08,Hancock,150000000,624234272,227946274
91,01/08/08,The Mummy: Tomb of the Dragon Emperor,175000000,405760225,102491776
2297,01/08/08,Swing Vote,21000000,17589867,16289867
2935,01/08/08,Midnight Meat Train,15000000,1590246,73548
4869,01/08/08,Frozen River,1000000,6030129,2511476
4476,01/10/08,Religulous,2500000,13881317,13011160
5252,1/17/2008,Yesterday Was a Lie,200000,0,0
1730,1/18/2008,27 Dresses,30000000,160247805,76808654
2022,1/18/2008,Cloverfield,25000000,171302226,80048433
2254,1/18/2008,Mad Money,22000000,25044057,20668843
4095,1/18/2008,All Hat,4900000,15198,15198
4594,1/18/2008,Teeth,2000000,2350641,347578
4896,1/18/2008,Taxi to the Dark Side,1000000,304472,274661
2878,1/23/2008,U2 3D,15000000,26170402,12898847
1140,1/25/2008,Rambo,47500000,112214531,42754105
1570,1/25/2008,Untraceable,35000000,52649951,28687835
1782,1/25/2008,Meet the Spartans,30000000,84646831,38233676
2701,1/25/2008,How She Move,17000000,8607815,7070641
4962,1/25/2008,4 luni 3 saptamani si 2 zile,900000,11993156,1196321
66,02/05/08,Iron Man,186000000,584604126,318604126
1344,02/05/08,Made of Honor,40000000,106548738,46012734
3754,02/05/08,Redbelt,7000000,2667084,2344847
4580,02/05/08,Son of Rambow: A Home Movie,2000000,11263263,1785505
389,2/14/2008,The Spiderwick Chronicles,92500000,162839667,71195053
480,2/14/2008,Jumper,82500000,223636949,81168265
2658,2/14/2008,Step Up 2 the Streets,17500000,148586910,58017783
3717,2/14/2008,Definitely Maybe,7000000,55617866,32241649
3860,2/15/2008,Dolphins and Whales Tribes of the Ocean 3D,6000000,17252287,7714996
4448,2/15/2008,Diary of the Dead,2750000,5394447,952620
1312,2/22/2008,Vantage Point,40000000,150886329,72266306
2447,2/22/2008,Be Kind Rewind,20000000,30894247,11175164
3196,2/22/2008,Charlie Bartlett,12000000,5295909,3950294
3688,2/22/2008,Witless Protection,7500000,4151836,4151836
3824,2/22/2008,Die Fälscher,6250000,20199663,5488570
5332,2/22/2008,The Signal,50000,406299,251150
952,2/29/2008,Semi-Pro,55000000,43980363,33479698
1380,2/29/2008,The Other Boleyn Girl,40000000,78269970,26814957
3877,03/07/08,The Wackness,6000000,3330012,2077046
1926,03/10/08,How to Lose Friends & Alienate People,28000000,12031443,2775593
2140,03/10/08,Blindness,25000000,20052958,3073392
2319,03/10/08,Beverly Hills Chihuahua,20000000,154218168,94514402
2468,03/10/08,An American Carol,20000000,7022183,7013191
2482,03/10/08,Flash of Genius,20000000,4504111,4442377
3176,03/10/08,Rachel Getting Married,12000000,17475475,12796861
3335,03/10/08,Nick and Norah's Infinite Playlist,10000000,33886017,31487293
445,3/14/2008,Horton Hears a Who,85000000,299477886,154529439
1652,3/14/2008,Doomsday,33000000,21621188,11008770
2293,3/14/2008,Never Back Down,21000000,39319801,24850922
2922,3/14/2008,Funny Games,15000000,8200127,1294640
4685,3/19/2008,La misma luna,1700000,23271741,12590147
1366,3/21/2008,Drillbit Taylor,40000000,49686263,32862104
2349,3/21/2008,Meet the Browns,20000000,41975388,41975388
3611,3/21/2008,Shutter,8000000,47782426,25928550
4406,3/21/2008,The Grand,3000000,115879,115879
4972,3/21/2008,The Hammer,850000,442638,442638
1522,3/28/2008,21,35000000,159846429,81159365
1574,3/28/2008,Superhero Movie,35000000,73026302,26638520
2123,3/28/2008,Stop-Loss,25000000,11229035,10915744
3408,3/28/2008,Run Fatboy Run,10000000,33512260,6003262
5198,3/28/2008,Happy Valley,250000,67665,67665
2384,04/01/08,One Missed Call,20000000,44513466,26890041
890,04/04/08,Leatherheads,58000000,41348628,31373938
1482,04/04/08,Nim's Island,37000000,101857425,48006762
2097,04/04/08,The Ruins,25000000,22910563,17432844
3442,04/04/08,My Blueberry Nights,10000000,22198996,866778
4860,04/04/08,Shine a Light,1000000,16173879,5505267
280,04/07/08,Astérix aux Jeux Olympiques,113500000,132999811,999811
2562,04/07/08,Ne le dis à personne,18500000,33954018,6198883
4416,4/15/2008,à L'Intérieur,3000000,895932,0
939,4/18/2008,The Forbidden Kingdom,55000000,129075270,52075270
1742,4/18/2008,Forgetting Sarah Marshall,30000000,105173042,63172463
1820,4/18/2008,88 Minutes,30000000,32955399,16930884
3213,4/18/2008,Life Before Her Eyes,12000000,7203439,303439
3657,4/18/2008,Pathology,8000000,3270974,109045
5076,4/18/2008,Kiss the Bride,500000,32033,32033
1745,4/25/2008,Baby Mama,30000000,64170447,60494212
2137,4/25/2008,Deception,25000000,12850033,4598506
2224,4/25/2008,Rogue,23000000,4673377,10452
3141,4/25/2008,Harold & Kumar Escape from Guantanamo Bay,12000000,43353117,38108728
4060,4/25/2008,Standard Operating Procedure,5000000,332120,228830
1218,05/09/08,Bangkok Dangerous,45000000,46598133,15298133
3894,05/09/08,Surfer Dude,6000000,36497,36497
1612,05/12/08,Punisher: War Zone,35000000,10157534,8050977
1872,05/12/08,Frost/Nixon,29000000,28452945,18622031
3183,05/12/08,Cadillac Records,12000000,8942516,8195551
25,5/16/2008,The Chronicles of Narnia: Prince Caspian,225000000,417341288,141621490
68,5/22/2008,Indiana Jones and the Kingdom of the Crystal Skull,185000000,786558145,317023851
2496,5/23/2008,The Children of Huang Shi,20000000,8221700,1031872
3446,5/23/2008,War Inc.,10000000,1299855,580862
4111,5/28/2008,Savage Grace,4600000,968805,434417
894,5/30/2008,Sex and the City,57500000,415247258,152647258
3515,5/30/2008,The Strangers,9000000,83051676,52597610
4067,5/30/2008,Stuck,5000000,67505,67505
214,06/06/08,Kung Fu Panda,130000000,631910531,215434591
408,06/06/08,You Don't Mess With the Zohan,90000000,202910991,100018837
2627,06/06/08,Mongol,18000000,27147349,5705761
3645,06/06/08,And When Did You Last See Your Father?,8000000,2476491,1071240
1943,06/08/08,The Sisterhood of the Traveling Pants 2,27000000,44270131,44089964
1971,06/08/08,The Pineapple Express,26000000,102404019,87341380
4039,06/08/08,Bottle Shock,5000000,4815890,4078607
196,6/13/2008,The Incredible Hulk,137500000,263417913,134806913
810,6/13/2008,The Happening,60000000,162778384,64506874
5242,6/13/2008,Baghead,200000,140016,140016
498,6/20/2008,Get Smart,80000000,226739416,130319208
766,6/20/2008,The Love Guru,62000000,40123346,32200122
3364,6/20/2008,Kit Kittredge: An American Girl,10000000,17657973,17657973
4487,6/20/2008,Brick Lane,2500000,3838486,1094998
75,6/27/2008,WALL-E,180000000,532590994,223808164
582,6/27/2008,Wanted,75000000,342416460,134508551
315,07/03/08,10000 B.C.,105000000,269065678,94784201
2379,07/03/08,The Bank Job,20000000,66143005,30060660
2505,07/03/08,長江七號 (CJ7),20000000,47300771,206678
3205,07/03/08,Married Life,12000000,2975188,1506998
4731,07/03/08,Snow Angels,1500000,414404,402858
4532,07/10/08,Jack Brooks: Monster Slayer,2150000,0,0
149,07/11/08,Madagascar: Escape 2 Africa,150000000,599516844,180010950
1408,07/11/08,Soul Men,40000000,12345883,12082391
1889,07/11/08,Role Models,28000000,94500826,67300955
3104,07/11/08,The Boy in the Striped Pajamas,12500000,44083403,9046156
3585,07/11/08,Repo! The Genetic Opera,8500000,198883,140244
67,7/18/2008,The Dark Knight,185000000,1002572859,533345358
988,7/18/2008,Mamma Mia!,52000000,615748877,144130063
1486,7/18/2008,Space Chimps,37000000,67029956,30105968
2919,7/18/2008,Transsiberian,15000000,6379575,2203641
5348,7/18/2008,The Legend of God's Gun,30000,243768,243768
719,7/25/2008,Step Brothers,65000000,128468793,100468793
1585,7/25/2008,The X-Files: I Want to Believe,35000000,68170792,20982478
2771,7/25/2008,Bienvenue chez les Ch'tis,16000000,247474497,1477650
4650,7/25/2008,Man on Wire,1900000,5617067,2962242
3477,08/01/08,White Noise 2: The Light,10000000,8243567,0
623,08/02/08,Fool's Gold,72500000,109362966,70231041
1931,08/02/08,Welcome Home Roscoe Jenkins,27500000,43607627,42436517
2902,08/02/08,In Bruges,15000000,34533783,7800825
2650,08/04/08,Day of the Dead,18000000,0,0
2628,08/10/08,RocknRolla,18000000,27794339,5700626
405,8/13/2008,Tropic Thunder,90000000,191091250,110461307
5380,8/14/2008,The Rise and Fall of Miss Thang,10000,401,401
1567,8/15/2008,Mirrors,35000000,77220596,30691439
2109,8/15/2008,Fly Me To the Moon,25000000,43530281,14543943
2744,8/15/2008,Vicky Cristina Barcelona,16000000,104504817,23216709
3569,8/15/2008,Star Wars: The Clone Wars,8500000,68695443,35161554
2905,8/20/2008,The Rocker,15000000,8767338,6409528
741,8/22/2008,Death Race,65000000,72516819,36316032
2043,8/22/2008,The House Bunny,25000000,71390601,48237389
2217,8/22/2008,The Longshots,23000000,11778396,11511323
3536,8/22/2008,Hamlet 2,9000000,4934104,4886216
1472,8/26/2008,Virgin Territory,38000000,5473041,0
4241,8/26/2008,Purple Violets,4000000,0,0
2251,8/27/2008,Traitor,22000000,27882226,23530831
1208,8/29/2008,Babylon A.D.,45000000,70216497,22532572
2430,8/29/2008,Disaster Movie,20000000,36720752,14190901
3866,8/29/2008,College,6000000,6176114,4694491
4092,8/29/2008,Obsluhoval jsem anglického krále,4900000,7174984,617228
268,09/05/08,Speed Racer,120000000,93394462,43945766
1523,09/05/08,What Happens in Vegas...,35000000,218535708,80277646
5116,09/05/08,Poultrygeist: Night of the Chicken Dead,450000,22623,13804
1952,9/19/2008,The Duchess,27000000,45160110,13848978
2256,9/19/2008,Igor,22000000,31013349,19528602
2352,9/19/2008,Lakeview Terrace,20000000,44821299,39263506
2403,9/19/2008,Appaloosa,20000000,27911453,20211394
2407,9/19/2008,My Best Friend's Girl,20000000,34787111,19219250
2438,9/19/2008,Ghost Town,20000000,29843245,13252641
